sales,price,advert
211.45,130.21,64.57
210.25,122.52,38.47
279.36,89.76,61.19
252.17,96.55,61.32
257.88,82.44,39.01
218.21,92.91,27.54
201.65,103.79,26.32
239.47,114.47,51.73
244.67,91.25,56.54
226.46,92.15,34.15
270.85,74.23,50.53
246.72,98.05,61.41
251.86,87.25,62.36
251.64,93.65,81.04
272.42,89.48,75.54
216.47,98.87,29.97
257.97,78.91,83.67
262.83,82.4,39.38
221.56,125.55,70.9
253.13,84.55,51.36
234.21,86.84,41.76
168.72,122.04,13.85
195.42,134.86,46.57
238.14,85.94,18.81
242.05,95.58,69.35
241.39,104.1,80.34
209.25,120.74,34.06
233.58,88.16,56.04
242.64,97.06,35.49
207.54,109.33,37.43
243.47,105.22,65.49
247.41,95.49,49.23
259.12,98.39,84.79
258.4,83.5,40.36
226.86,97.14,69.99
237.11,96.8,51.95
244.55,102.79,65.92
239.72,93.34,41.06
237.38,105.66,49.01
231.86,112.15,47.69
230.46,101.87,33.28
238.63,104.22,63.24
226.54,100.64,63.0
240.88,100.0,61.87
261.66,91.34,80.74
231.85,103.8,78.99
242.54,98.83,42.5
222.75,125.12,57.46
209.26,118.88,37.53
204.08,104.63,50.47
229.28,90.84,38.01
281.72,86.65,82.4
221.11,114.29,57.27
213.53,103.15,45.64
252.92,105.76,73.87
216.59,79.06,6.59
194.05,111.13,9.72
242.74,105.45,65.92
261.28,86.67,51.21
253.12,94.34,55.01
218.82,103.16,23.47
261.74,100.63,49.54
258.69,96.49,90.07
232.32,98.76,66.48
249.99,96.98,53.39
243.02,101.83,41.22
225.36,117.66,42.11
225.38,69.2,7.42
257.83,97.16,55.15
253.45,102.12,66.91
230.64,103.55,18.49
227.82,95.54,36.77
239.9,78.92,26.85
216.16,103.94,30.69
210.85,120.73,51.07
207.32,81.59,8.31
205.49,110.37,62.29
246.7,96.06,65.08
241.26,99.26,44.98
190.92,87.37,0.39
247.45,95.99,30.07
228.91,115.6,74.66
184.52,106.99,0.0
212.92,120.79,43.05
210.47,114.13,26.4
243.02,105.27,66.09
218.29,120.93,36.5
238.3,105.27,58.08
238.29,109.94,61.31
253.78,96.44,86.72
233.53,100.8,45.94
257.93,91.63,57.52
219.69,111.88,20.3
261.75,85.86,73.81
221.03,109.39,34.79
247.08,97.71,38.78
234.27,114.05,49.56
198.83,109.01,18.74
192.44,121.85,54.58
241.76,108.77,69.35
243.55,81.14,55.86
224.48,99.2,18.22
257.01,85.94,47.52
263.72,93.78,64.84
169.75,118.13,12.44
196.85,107.65,28.5
259.5,91.61,67.53
257.15,87.84,55.4
238.74,100.39,58.24
264.08,85.4,87.19
281.91,91.95,59.37
249.67,103.74,63.16
231.12,113.86,104.21
236.89,107.31,45.72
275.16,72.5,34.04
237.97,103.65,58.56
222.76,100.86,58.78
224.5,104.97,39.47
207.34,119.39,29.35
262.12,75.24,96.2
250.16,92.91,56.54
213.21,107.09,35.35
284.76,81.02,68.32
224.87,117.71,47.82
237.87,104.42,44.94
239.25,110.16,61.25
224.34,93.15,24.16
233.89,109.77,57.05
218.15,112.82,88.26
219.33,102.79,59.32
232.93,102.81,42.48
232.03,103.24,39.86
258.79,89.64,41.79
254.48,98.23,44.92
252.68,98.17,42.44
231.46,104.6,68.33
186.86,112.0,15.34
266.82,87.3,67.24
261.87,98.5,42.41
237.31,117.78,57.54
242.28,91.08,27.46
255.43,90.13,76.57
235.75,102.43,74.91
242.83,110.13,69.19
199.64,100.14,19.7
225.13,115.95,66.58
230.59,110.28,58.1
212.17,110.1,17.89
228.18,106.65,49.51
185.83,127.93,57.29
253.19,97.54,61.12
263.84,75.96,53.55
220.41,119.25,55.82
252.98,94.51,79.47
243.21,101.29,74.52
169.05,115.71,0.0
243.45,80.77,43.65
250.75,84.98,46.71
234.14,80.78,14.96
246.38,90.47,51.88
225.08,105.28,74.98
220.43,106.29,28.27
250.75,103.32,56.73
244.88,83.05,31.68
243.43,72.28,36.56
253.53,100.65,79.55
222.27,94.34,39.15
240.99,105.51,59.24
181.76,108.42,12.58
232.11,101.66,87.25
230.12,109.12,62.05
232.52,102.75,46.35
231.24,106.36,61.51
229.58,91.54,21.8
245.6,97.84,73.65
242.58,102.36,43.52
228.35,109.85,45.92
231.63,95.28,40.17
215.25,106.25,38.39
233.37,96.81,63.89
247.36,98.59,55.12
230.29,109.95,63.03
244.87,76.08,49.82
258.21,84.44,60.26
246.46,82.21,41.62
292.25,72.0,94.59
202.12,91.86,18.64
222.29,108.99,75.22
262.64,96.58,77.36
237.01,102.37,32.96
219.76,113.07,94.59
221.75,115.93,69.91
254.28,99.17,69.42
197.57,116.24,50.56
217.23,101.11,45.66
246.53,89.95,45.81
268.01,92.87,57.81
264.35,82.23,78.02
255.82,89.34,53.63
241.57,95.7,31.77
256.13,109.64,66.49
216.43,120.65,68.42
265.53,83.41,63.09
258.84,104.71,64.91
236.16,87.51,44.58
228.15,105.7,31.42
217.67,98.43,32.64
234.93,78.03,17.29
226.78,111.14,54.74
238.1,92.74,48.33
231.65,93.59,41.2
198.17,87.16,0.0
236.94,92.15,25.05
239.96,105.13,72.42
233.33,97.73,36.71
244.68,103.94,57.21
199.1,104.34,22.19
235.71,115.85,78.77
251.3,95.89,47.12
290.38,82.28,55.8
222.82,112.81,96.52
247.35,96.02,80.33
227.51,113.38,43.87
233.86,104.6,38.14
232.12,98.43,43.49
235.82,104.19,60.2
216.0,123.41,47.9
196.32,124.92,42.1
242.17,100.83,79.34
237.16,101.92,47.72
236.67,112.91,95.99
247.18,89.85,51.81
222.9,104.0,85.71
224.88,99.69,57.15
229.99,103.77,69.26
227.65,90.0,35.51
247.6,80.93,32.92
262.46,75.12,59.19
256.23,86.59,69.77
239.34,94.5,50.81
216.44,96.48,24.27
200.12,123.25,22.79
203.79,113.27,21.46
217.81,88.45,14.65
231.64,104.17,52.19
248.95,95.12,72.5
247.21,96.59,49.73
191.52,102.22,4.79
219.54,107.43,46.18
243.17,95.93,46.74
208.43,112.77,91.92
230.88,86.3,20.86
242.11,100.08,42.19
206.3,131.17,84.12
259.38,102.68,59.0
215.79,117.2,61.27
242.17,101.1,52.29
234.72,106.97,56.6
246.24,99.32,65.55
228.45,97.96,33.81
259.13,90.65,67.56
216.76,105.16,22.54
269.46,89.78,56.57
232.38,107.99,53.57
223.31,113.02,37.67
227.43,104.4,49.55
242.45,96.57,37.55
207.47,105.45,28.57
250.51,96.3,42.93
229.54,111.23,27.92
268.52,78.02,56.46
202.76,95.97,27.0
269.3,76.11,64.24
252.97,82.06,26.37
217.56,116.37,38.67
220.23,110.74,37.51
267.92,91.37,76.5
269.92,81.97,56.61
292.11,64.43,45.77
261.81,93.48,59.97
173.76,129.04,7.86
236.8,105.22,49.14
261.93,93.29,89.95
231.74,105.58,52.65
257.26,81.27,51.36
266.48,96.43,60.96
247.63,101.19,67.91
206.17,98.97,10.05
196.08,109.49,16.35
231.48,104.14,54.21
219.45,108.02,35.7
271.75,91.74,76.24
228.36,110.77,43.7
158.25,119.55,11.31
228.88,88.36,24.64
210.61,89.35,0.0
215.55,116.03,45.32
222.32,97.7,46.23
232.76,116.85,41.51
260.56,94.69,71.58
225.83,117.46,73.97
232.21,101.58,46.59
199.62,103.1,7.31
217.63,118.78,62.35
261.88,95.66,61.11
262.23,88.71,56.19
256.06,94.62,69.63
214.45,105.43,26.7
265.53,81.21,90.18
225.35,107.65,30.81
245.4,93.53,64.98
173.34,113.77,16.25
265.3,71.27,31.39
264.8,90.56,80.33
265.63,79.76,44.78
262.67,90.09,66.8
235.8,102.97,54.74
249.14,97.85,47.9
250.63,96.96,77.28
234.31,98.09,45.27
197.36,102.44,14.39
261.99,87.9,33.94
217.63,108.48,61.02
239.45,107.95,57.91
187.07,104.62,18.66
219.69,106.68,35.51
222.79,103.56,38.37
184.82,124.42,42.69
219.55,98.95,22.48
231.19,96.32,37.43
218.57,90.96,35.43
269.66,87.61,65.43
278.84,85.07,66.18
265.85,89.33,47.08
239.17,99.15,42.16
237.23,104.01,52.8
239.55,100.61,33.67
247.77,90.81,27.06
222.85,110.8,31.2
210.38,108.87,37.3
223.85,98.08,26.73
255.62,92.17,53.24
220.21,106.58,64.59
210.85,102.26,18.26
283.88,82.62,50.5
244.51,99.18,45.6
254.5,103.14,56.83
254.63,89.2,49.74
208.95,102.28,20.93
241.96,82.54,24.75
212.95,116.03,50.59
219.66,114.98,70.58
206.2,96.97,5.72
252.06,104.36,56.91
272.27,71.08,73.79
264.38,86.12,46.94
248.51,96.47,61.0
248.03,87.13,35.94
232.81,108.57,47.61
189.12,123.97,17.58
203.26,85.88,3.11
273.21,89.95,68.86
223.23,102.83,30.3
216.58,119.33,40.89
223.41,85.33,22.27
231.54,102.99,21.8
216.24,121.86,46.52
259.61,80.18,35.41
246.22,84.63,57.56
242.32,94.92,59.05
263.23,93.75,56.42
233.76,109.75,54.77
224.37,102.9,81.56
257.66,78.7,28.65
226.47,106.18,48.9
269.86,93.07,72.65
228.27,115.29,75.29
224.32,92.47,21.56
256.74,92.36,43.75
230.68,106.49,77.16
223.94,109.16,60.16
233.74,105.38,53.91
269.7,79.77,45.65
213.63,106.46,42.32
241.27,87.59,55.76
241.52,102.82,44.95
253.95,82.92,49.15
230.56,105.36,51.57
222.7,90.32,36.44
256.71,84.61,60.64
223.85,108.57,108.28
209.34,102.9,14.46
244.51,92.63,56.48
223.78,117.41,34.8
244.83,94.71,61.55
233.26,100.39,50.93
257.86,103.23,65.24
258.51,92.56,73.51
229.83,105.65,53.85
253.56,93.6,72.64
204.95,95.06,3.11
241.98,116.35,81.81
250.64,87.51,57.5
281.68,71.05,71.56
195.92,119.33,25.6
180.15,130.59,33.38
246.93,95.14,52.92
267.74,76.76,49.66
258.89,96.27,55.66
263.56,96.57,71.69
203.3,97.72,14.7
261.03,86.64,69.48
238.4,106.95,50.17
223.95,106.29,45.92
239.36,82.07,20.58
233.87,108.39,60.06
143.8,124.63,1.72
233.72,102.06,62.97
230.74,95.95,20.16
241.11,98.3,51.07
246.05,107.38,47.62
267.25,79.23,73.39
238.25,101.97,46.43
258.91,95.31,36.12
195.51,122.17,39.87
231.03,97.91,75.46
233.9,120.01,60.73
242.28,86.76,42.29
228.23,107.05,45.27
198.95,103.83,18.66
259.13,89.57,57.77
191.96,102.13,14.8
227.05,114.55,65.04
250.62,96.11,52.57
255.58,79.7,97.74
214.24,99.79,28.0
248.24,89.17,47.95
236.7,95.89,85.97
244.43,99.02,73.83
255.07,79.53,36.08
261.72,80.61,54.48
230.37,105.78,50.04
250.33,93.73,55.64
259.65,69.22,36.03
234.5,109.42,48.21
219.0,103.27,18.04
247.17,91.43,52.7
268.24,84.2,59.0
222.59,110.03,45.45
206.72,104.19,17.7
228.52,128.59,69.77
242.77,105.04,57.29
205.44,104.65,35.48
243.2,98.0,44.39
211.75,109.8,19.99
211.43,107.5,29.49
224.09,115.02,39.24
248.1,93.74,74.57
221.78,94.78,37.21
254.03,94.25,62.8
203.2,109.49,39.23
218.71,117.98,54.96
257.68,94.49,47.17
233.84,94.9,67.46
214.89,103.77,39.3
202.48,97.05,18.55
199.91,111.42,22.36
261.03,72.98,39.36
243.42,90.08,25.02
264.93,90.61,58.2
271.74,72.16,40.68
256.76,88.44,97.49
221.76,89.02,15.25
236.52,97.59,54.07
212.9,113.36,27.44
225.32,97.06,40.13
264.8,87.63,52.83
198.82,99.32,3.49
229.57,112.59,54.74
257.75,88.29,88.06
250.69,89.07,40.93
206.14,106.7,55.2
253.47,97.34,70.5
227.45,107.77,46.72
231.1,99.84,38.38
184.79,108.42,4.49
259.88,87.58,62.82
227.35,99.85,47.74
224.55,97.47,29.75
259.63,85.41,52.53
255.02,81.24,38.33
224.06,108.23,39.43
260.96,95.79,62.13
219.2,87.73,23.23
250.44,98.85,70.95
210.51,113.54,22.05
245.44,72.63,36.75
268.67,82.04,88.46
254.86,88.93,72.55
216.38,117.53,51.95
211.35,103.39,31.19
219.56,109.21,39.41
275.68,86.32,51.47
243.92,86.57,50.75
220.73,105.37,48.18
225.77,100.7,49.38
246.58,106.58,45.71
210.79,97.75,21.16
228.26,103.34,39.67
240.66,101.9,68.29
193.95,109.33,22.63
223.58,109.68,46.21
274.85,80.56,33.6
287.56,73.03,52.23
211.66,112.02,42.23
236.62,114.25,79.55
251.23,87.75,60.13
225.02,77.68,23.76
254.66,101.19,63.42
226.02,111.17,34.51
216.05,121.57,38.46
231.16,106.2,56.28
236.62,95.54,40.17
267.25,89.28,67.86
231.58,100.14,34.51
231.11,96.41,37.62
228.48,87.82,36.87
203.31,124.59,38.69
232.47,121.42,71.98
217.31,113.63,62.58
266.13,88.95,84.2
233.53,110.26,95.35
220.82,107.68,29.39
243.17,105.31,51.41
194.31,115.0,26.48
202.45,107.62,34.45
214.54,108.88,37.4
221.67,107.64,28.86
211.74,104.09,28.96
256.91,78.6,47.11
198.88,101.0,25.67
272.24,93.33,66.84
251.63,84.64,31.64
219.31,120.18,106.19
218.39,120.75,40.97
227.03,116.31,51.44
210.28,103.06,24.09
225.41,116.21,84.12
242.97,100.14,72.39
266.57,102.43,55.94
236.44,86.88,23.06
231.96,104.76,54.21
224.29,100.72,27.57
255.93,84.37,79.25
262.35,99.39,66.18
235.64,99.04,51.91
161.4,121.57,1.27
221.34,110.73,30.33
249.67,100.14,63.76
244.86,102.99,74.26
246.88,100.53,72.18
211.09,97.57,18.16
253.0,87.01,56.03
244.92,98.19,70.31
232.44,91.05,16.83
256.82,85.0,49.84
227.71,106.13,55.48
225.16,104.7,43.98
238.04,78.56,12.96
244.11,98.53,43.49
226.82,111.95,43.45
220.29,112.71,47.04
222.68,112.31,38.73
226.75,100.47,41.14
249.09,89.86,49.21
269.67,87.0,58.85
239.68,104.14,43.91
219.0,104.55,41.81
213.97,115.45,51.85
184.48,113.2,11.58
263.8,98.41,59.54
238.75,85.07,49.99
247.85,96.17,50.79
230.21,102.61,69.21
194.83,97.58,10.94
202.29,93.07,10.52
235.08,103.03,55.48
241.83,93.95,49.86
251.02,92.46,53.4
223.59,103.74,40.76
237.02,95.18,63.29
251.3,102.93,68.65
248.28,103.28,59.68
261.38,86.33,44.78
184.91,94.23,7.85
228.68,117.25,65.38
270.99,86.06,74.43
265.91,74.6,62.89
252.63,77.66,32.41
244.32,100.35,63.48
264.75,100.37,67.21
267.98,98.59,81.18
191.67,114.57,32.48
300.46,67.93,45.47
231.43,104.75,64.95
228.0,118.74,51.15
246.54,86.47,27.65
239.66,95.44,58.29
261.11,90.97,61.57
252.82,89.27,51.76
252.65,96.08,54.39
218.33,117.13,44.83
232.75,122.05,79.57
230.89,95.97,31.99
202.18,122.86,38.25
250.58,100.43,50.22
227.39,121.04,67.58
219.93,98.88,20.05
207.5,101.57,23.79
179.9,104.39,9.25
188.93,138.15,50.65
202.11,110.22,27.63
252.72,91.51,42.31
241.64,111.63,63.23
233.99,95.66,37.17
263.88,94.12,54.63
236.58,110.9,44.01
247.88,100.37,63.44
232.39,103.34,59.5
244.95,100.17,36.16
232.38,104.04,46.63
242.44,105.1,70.87
268.47,76.76,57.87
195.37,108.0,22.06
245.26,88.22,63.11
248.44,82.69,28.31
240.38,99.3,78.25
276.64,101.01,70.48
242.2,91.68,55.8
217.23,109.97,53.14
261.71,83.89,45.82
267.09,95.12,63.57
243.96,92.98,42.58
248.95,99.44,54.71
224.36,103.35,67.44
239.48,87.91,38.76
209.62,108.69,37.68
198.96,100.76,26.11
250.2,77.3,28.71
207.79,76.5,13.43
233.16,99.85,64.6
243.81,97.35,86.18
240.53,98.76,78.51
212.16,99.66,17.48
245.98,102.71,64.5
242.65,111.37,78.44
257.04,86.67,40.86
269.45,85.94,52.03
212.28,86.88,9.84
241.73,103.47,55.33
209.0,114.94,28.73
249.83,94.82,53.99
241.62,69.98,18.78
266.31,79.55,60.86
251.08,90.0,70.49
239.91,93.31,34.34
225.09,95.1,27.26
184.63,100.46,6.88
234.33,96.26,44.67
204.18,112.59,38.37
229.36,91.89,18.98
257.65,89.65,59.06
218.1,105.75,41.0
251.74,81.57,28.49
220.65,104.68,38.91
231.8,101.23,71.43
257.83,98.23,62.06
210.12,119.06,47.4
250.46,92.53,62.38
190.34,124.72,26.78
255.06,97.29,50.65
260.25,84.68,52.95
220.3,100.84,40.6
265.25,87.09,58.71
233.69,90.98,34.39
258.03,104.76,60.2
237.15,106.67,61.04
166.61,92.53,0.0
236.84,111.85,73.81
182.78,113.89,0.0
225.86,117.24,37.68
257.94,106.35,70.51
205.88,116.36,43.65
248.29,77.43,20.68
218.49,96.19,28.13
261.99,89.6,70.54
184.77,101.43,11.57
249.21,93.14,72.58
234.95,98.01,48.9
200.75,122.59,26.15
241.82,97.96,38.34
219.64,104.97,29.66
236.63,97.21,67.32
242.01,100.91,64.65
197.64,100.07,15.62
236.62,105.38,41.93
221.07,113.98,32.74
234.33,119.77,75.87
203.04,103.72,23.0
211.01,107.07,82.08
238.5,86.19,49.33
235.06,98.95,26.76
212.12,111.28,36.45
207.32,110.39,33.97
230.29,102.54,24.51
240.98,110.64,51.9
211.21,105.89,25.44
170.8,114.4,6.39
229.26,103.47,42.41
210.16,95.73,13.94
239.42,104.03,34.96
271.55,64.83,31.82
227.65,104.59,32.58
309.02,56.22,90.02
253.78,79.32,51.13
243.7,105.42,54.91
193.71,105.73,14.47
221.68,86.05,36.92
231.33,91.45,54.31
192.75,116.45,29.51
259.22,94.19,68.16
187.46,126.92,25.95
238.04,99.98,44.27
244.95,104.9,38.28
205.87,119.4,53.29
228.18,101.57,37.19
253.88,87.97,44.58
231.12,98.68,45.28
229.39,99.57,35.31
248.34,83.62,59.7
260.37,96.93,54.77
242.77,91.09,48.23
240.95,111.09,41.39
245.69,100.42,65.93
251.26,96.61,45.28
236.86,98.73,43.87
237.68,102.68,52.09
231.82,107.4,83.93
230.88,88.0,23.19
264.57,87.5,65.4
176.33,113.26,12.14
247.07,95.05,54.35
261.29,83.0,81.5
261.32,105.33,59.77
234.34,105.56,53.41
269.26,81.63,38.79
235.11,102.75,50.62
228.67,108.83,44.96
209.0,104.49,34.28
222.55,107.58,44.2
264.52,83.15,53.97
239.06,103.97,34.66
233.78,96.37,33.87
235.59,94.21,22.8
237.83,110.45,57.81
240.09,117.75,60.91
216.09,121.53,54.63
252.08,115.78,69.3
237.74,98.68,51.76
231.22,104.23,57.84
220.06,109.2,56.08
260.43,101.45,48.17
238.59,101.57,39.38
227.83,109.89,94.28
